"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","EXTERNAL","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"44909","2006-12-17T21:20:00","43.17","-47.86",,,"1","3","2","5",,,,"3",,,,,,,,,,"10146",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-17T21:45:00","48.60","-42.76",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-17T21:45:00","47.04","-48.39",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"19",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-17T21:50:00","49.04","-43.28",,,"1","3","2","5",,,,"3",,,,,,,,,,"10091",,,"3",,,,,,,"79",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-17T22:00:00","47.29","-41.28",,,"1","3","2","5",,,,"3",,,,,,,,,,"10100",,,"3",,,,,,,"136",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-17T22:00:00","42.00","-44.81",,,"1","3","2","5",,,,"3",,,,,,,,,,"10120",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-17T22:00:00","48.85","-43.57",,,"1","3","2","5",,,,"3",,,,,,,,,,"10090",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-17T22:00:00","46.72","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10114",,,"3",,,,,,,"72",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-17T22:20:00","43.18","-47.87",,,"1","3","2","5",,,,"3",,,,,,,,,,"10153",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-17T22:46:00","48.60","-42.76",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-17T22:48:00","47.04","-48.39",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"19",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-17T22:50:00","49.03","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10098",,,"3",,,,,,,"79",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-17T23:00:00","47.31","-41.39",,,"1","3","2","5",,,,"3",,,,,,,,,,"10102",,,"3",,,,,,,"142",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-17T23:00:00","42.00","-44.81",,,"1","3","2","5",,,,"3",,,,,,,,,,"10124",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-17T23:00:00","48.83","-43.53",,,"1","3","2","5",,,,"3",,,,,,,,,,"10097",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-17T23:00:00","46.71","-43.26",,,"1","3","2","5",,,,"3",,,,,,,,,,"10120",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-17T23:20:00","43.17","-47.87",,,"1","3","2","5",,,,"3",,,,,,,,,,"10159",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-17T23:29:00","48.63","-42.77",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-17T23:29:00","47.04","-48.39",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"19",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-17T23:50:00","49.03","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10104",,,"3",,,,,,,"79",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-18T00:00:00","47.31","-41.39",,,"1","3","2","5",,,,"3",,,,,,,,,,"10107",,,"3",,,,,,,"146",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-18T00:00:00","42.00","-44.81",,,"1","3","2","5",,,,"3",,,,,,,,,,"10126",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-18T00:00:00","48.83","-43.53",,,"1","3","2","5",,,,"3",,,,,,,,,,"10101",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-18T00:00:00","46.71","-43.26",,,"1","3","2","5",,,,"3",,,,,,,,,,"10123",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C6JS","2006-12-18T00:00:00","44.80","-45.40",,,"1","6","0","0","2","4",,"1",,"0","260","3","103",,"97","3","2","10130","2","10","3","90","0","60",,"30",,,"4","4","4",,"6","6","A","4","3",,,,"173","45","992","114","5","1","2","1","F11111","111111111A11A1",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"DNJQ","2006-12-18T00:00:00","46.00","-50.00",,,"1","6",,,"6","4",,"1","DE","0","270","0","110","0","97",,"0","10115","2","5","0","45","0","30","1","10",,,"8","8","6","0","2",,,"1","4","27","4","6","172","60","926","112","5","1","1","1","F11111","111A11111A1111",,,"4","1","8","1",,,,,,,,,,,,,,"4",,,"6","11111111194121111111","5",,,,,,,
"HP6038","2006-12-18T00:00:00","46.40","-48.40",,,"1","6","0","0","0","0",,"1",,"0","220","4","103",,"97","2","2","10119","1","19","3","38","0","26",,"10","0","44","8","8","5",,"5","A","A","5","3","22","11","6","173","68","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","2",,"26","8","3",,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-18T00:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","250","4","72",,"98","0","2","10113","2","19","3","32","0","20",,"0",,"38","0",,,,"A",,,"3","1","21","10","7","173","68","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"WQVY","2006-12-18T00:00:00","42.80","-41.00",,,"1","6","0","0","2","4",,"1","US","0","170","4","206",,"97","1","2","10089","2","7","0","150","0","140",,"130",,,"7","7","5",,"5","0","2","5","5","20","7","7","173","21","927","113","5","1","1","1","F11111","111111111A1111",,,,,,"1","5",,,,,,,,"A","A","A","A","A","4",,,,,,,,,,,,
"44909","2006-12-18T00:20:00","43.18","-47.89",,,"1","3","2","5",,,,"3",,,,,,,,,,"10159",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-18T00:22:00","48.63","-42.77",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-18T00:22:00","47.04","-48.40",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"19",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-18T00:50:00","49.05","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10105",,,"3",,,,,,,"79",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-18T01:00:00","47.31","-41.39",,,"1","3","2","5",,,,"3",,,,,,,,,,"10109",,,"3",,,,,,,"150",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-18T01:00:00","42.01","-44.91",,,"1","3","2","5",,,,"3",,,,,,,,,,"10131",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-18T01:00:00","48.84","-43.45",,,"1","3","2","5",,,,"3",,,,,,,,,,"10103",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-18T01:00:00","46.70","-43.26",,,"1","3","2","5",,,,"3",,,,,,,,,,"10128",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-18T01:09:00","48.63","-42.77",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-18T01:10:00","47.04","-48.40",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"19",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-18T01:20:00","43.17","-47.88",,,"1","3","2","5",,,,"3",,,,,,,,,,"10159",,,,,,,,,,,,,,,,,,,,,,,"173","37","714","63","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-18T01:50:00","49.05","-43.29",,,"1","3","2","5",,,,"3",,,,,,,,,,"10105",,,"3",,,,,,,"79",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-18T02:00:00","47.34","-41.54",,,"1","3","2","5",,,,"3",,,,,,,,,,"10110",,,"3",,,,,,,"151",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-18T02:00:00","42.02","-44.93",,,"1","3","2","5",,,,"3",,,,,,,,,,"10131",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-18T02:00:00","48.82","-43.52",,,"1","3","2","5",,,,"3",,,,,,,,,,"10104",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-18T02:00:00","46.71","-43.26",,,"1","3","2","5",,,,"3",,,,,,,,,,"10124",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-18T02:10:00","48.63","-42.77",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-18T02:10:00","47.03","-48.40",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"19",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-18T02:20:00","43.17","-47.88",,,"1","3","2","5",,,,"3",,,,,,,,,,"10156",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-18T02:50:00","49.05","-43.29",,,"1","3","2","5",,,,"3",,,,,,,,,,"10105",,,"3",,,,,,,"79",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-18T03:00:00","47.34","-41.54",,,"1","3","2","5",,,,"3",,,,,,,,,,"10112",,,"3",,,,,,,"149",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-18T03:00:00","42.02","-44.93",,,"1","3","2","5",,,,"3",,,,,,,,,,"10132",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-18T03:00:00","48.82","-43.52",,,"1","3","2","5",,,,"3",,,,,,,,,,"10103",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-18T03:00:00","46.71","-43.26",,,"1","3","2","5",,,,"3",,,,,,,,,,"10123",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP6038","2006-12-18T03:00:00","46.40","-48.40",,,"1","6","0","0","0","0",,"1",,"0","240","4","103",,"98","2","2","10119","4","0","3","42","0","30",,"10","0","44","8","8","5",,"5","A","A","5","3","22","11","6","173","68","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","2",,"26","8","2",,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-18T03:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","240","4","113",,"97","0","2","10108","7","5","3","23","0","10",,"-10",,"38","0",,,,"A",,,"3","2","22","10","6","173","68","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"YJUF7","2006-12-18T03:00:00","46.70","-48.00",,,"1","6","0","0","0","0",,"1",,"0","230","4","72",,"97","1","2","10112","2","1","3","42","0","34",,"20","0","29","7","7","5",,"4","0","0","4","1","23","10","7","173","68","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44909","2006-12-18T03:20:00","43.17","-47.88",,,"1","3","2","5",,,,"3",,,,,,,,,,"10155",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-18T03:50:00","49.06","-43.32",,,"1","3","2","5",,,,"3",,,,,,,,,,"10107",,,"3",,,,,,,"82",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-18T04:00:00","47.34","-41.54",,,"1","3","2","5",,,,"3",,,,,,,,,,"10107",,,"3",,,,,,,"147",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-18T04:00:00","42.02","-44.93",,,"1","3","2","5",,,,"3",,,,,,,,,,"10130",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-18T04:00:00","48.81","-43.51",,,"1","3","2","5",,,,"3",,,,,,,,,,"10105",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-18T04:00:00","46.70","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10122",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-18T04:14:00","48.68","-42.79",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-18T04:14:00","47.02","-48.40",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"19",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-18T04:20:00","43.17","-47.89",,,"1","3","2","5",,,,"3",,,,,,,,,,"10158",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-18T04:50:00","49.06","-43.30",,,"1","3","2","5",,,,"3",,,,,,,,,,"10103",,,"3",,,,,,,"82",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-18T05:00:00","47.37","-41.67",,,"1","3","2","5",,,,"3",,,,,,,,,,"10109",,,"3",,,,,,,"147",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-18T05:00:00","42.02","-44.93",,,"1","3","2","5",,,,"3",,,,,,,,,,"10132",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-18T05:00:00","48.81","-43.51",,,"1","3","2","5",,,,"3",,,,,,,,,,"10103",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-18T05:00:00","46.70","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10121",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-18T05:20:00","43.17","-47.89",,,"1","3","2","5",,,,"3",,,,,,,,,,"10155",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-18T05:50:00","49.08","-43.32",,,"1","3","2","5",,,,"3",,,,,,,,,,"10105",,,"3",,,,,,,"81",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-18T05:51:00","47.02","-48.40",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"18",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-18T05:53:00","48.71","-42.81",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-18T06:00:00","47.40","-41.76",,,"1","3","2","5",,,,"3",,,,,,,,,,"10110",,,"3",,,,,,,"145",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-18T06:00:00","42.04","-45.01",,,"1","3","2","5",,,,"3",,,,,,,,,,"10136",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","25","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-18T06:00:00","48.79","-43.52",,,"1","3","2","5",,,,"3",,,,,,,,,,"10104",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-18T06:00:00","46.69","-43.26",,,"1","3","2","5",,,,"3",,,,,,,,,,"10118",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A8GU8","2006-12-18T06:00:00","48.00","-42.20",,,"1","6","0","0","2","5",,"1",,"0","250","1","140",,"97","50","6","10110","4","0","0","70","0","50",,"26","1","120","8",,,,"A",,,"99","6","25",,"6","173","82","992","114","5","1","2","1","111111","11111111111331",,,,,,"1","6",,,,,,,,,,,,,"4",,,,,,,,,,,,
"C6JS","2006-12-18T06:00:00","45.40","-42.70",,,"1","6","0","0","2","5",,"1",,"0","250","3","87",,"97","3","2","10110","6","10","3","80","0","65",,"70",,,"7","6","2",,"5","4","A","4","3",,,,"173","52","992","114","5","1","2","1","F11111","111111133A11A1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-18T06:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","240","4","118",,"98","0","2","10109","2","1","3","21","0","8",,"-10",,"38","0",,,,"A",,,"4","2","22","10","8","173","68","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"YJUF7","2006-12-18T06:00:00","46.70","-48.00",,,"1","6","0","0",,,,"1",,"0","240","4","87",,"97","3","2","10108","7","4","3","30",,,,"20",,,"8","8","5",,"4","A","A",,,,,,"173","68","992","114","5","1","2","1","F11111","1111111A1A1AA1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44909","2006-12-18T06:20:00","43.17","-47.91",,,"1","3","2","5",,,,"3",,,,,,,,,,"10153",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
